Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4
71	64.289825	63.46543	 	52.322784	83.13291	 	 	 	 	 	 	 
72	64.12381	63.732265	 	 	 	 	 	 	 	 	 	 
73	64.10143	63.754173	 	 	 	 	 	 	 	 	 	 
74	64.10314	63.74918	 	 	 	 	 	 	 	 	 	 
75	64.105865	63.733006	 	 	 	 	 	 	 	 	 	 
76	64.09966	63.730503	 	 	 	 	 	 	 	 	 	 
77	64.10146	63.692825	 	 	 	 	 	 	 	 	 	 
78	64.09284	63.706055	 	 	 	 	 	 	 	 	 	 
79	64.081825	63.712208	 	 	 	 	 	 	 	 	 	 
80	64.08374	63.726646	 	 	 	 	 	 	 	 	 	 
81	64.11093	63.698463	 	 	 	 	 	 	 	 	 	 
82	64.10163	63.7333	 	 	 	 	 	 	 	 	 	 
83	64.09964	63.73062	 	 	 	 	 	 	 	 	 	 
84	64.11368	63.7132	 	 	 	 	 	 	 	 	 	 
85	64.13692	63.682163	 	 	 	 	 	 	 	 	 	 
86	64.13022	63.671043	 	 	 	 	 	 	 	 	 	 
87	64.1256	63.67654	 	 	 	 	 	 	 	 	 	 
88	64.11149	63.70181	 	 	 	 	 	 	 	 	 	 
89	64.12201	63.708984	 	 	 	 	 	 	 	 	 	 
90	64.13021	63.691864	 	 	 	 	 	 	 	 	 	 
91	64.278915	63.399334	 	 	 	 	52.635296	85.94118	 	 	 	 
92	64.29906	63.346592	 	 	 	 	52.518867	86.72012	 	 	 	 
93	64.29631	63.346527	 	 	 	 	52.206585	87.18862	 	 	 	 
94	64.29642	63.327137	 	 	 	 	52.593166	87.36957	 	 	 	 
95	64.29339	63.300426	 	 	 	 	52.96795	88.02564	 	 	 	 
96	64.27829	63.31904	 	 	 	 	53.363636	88.02597	 	 	 	 
97	64.26876	63.32878	 	 	 	 	53.618343	87.37574	 	 	 	 
98	64.26334	63.31202	 	 	 	 	53.884106	87.89073	 	 	 	 
99	64.2866	63.2717	 	 	 	 	53.564934	88.3961	 	 	 	 
100	64.28183	63.301483	 	 	 	 	53.239395	88.34849	 	 	 	 
101	64.273155	63.268696	 	 	 	 	53.734898	88.69463	 	 	 	 
102	64.24915	63.257195	 	 	 	 	54.592716	89.04967	 	 	 	 
103	64.244736	63.266235	 	 	 	 	54.82867	88.5	 	 	 	 
104	64.25338	63.303833	 	 	 	 	54.56081	87.74324	 	 	 	 
105	64.26007	63.298958	 	 	 	 	54.035484	87.82903	 	 	 	 
106	64.263245	63.30303	 	 	 	 	54.164474	87.4671	 	 	 	 
107	64.25344	63.322224	 	 	 	 	54.50621	87.35093	 	 	 	 
108	64.23897	63.34136	 	 	 	 	54.580746	87.2205	 	 	 	 
109	64.23565	63.352757	 	 	 	 	54.929485	86.833336	 	 	 	 
110	64.2205	63.380745	 	 	 	 	55.07143	86.07764	 	 	 	 
111	64.236786	63.376396	 	 	 	 	54.732704	86.015724	 	 	 	 
112	64.125534	63.625504	 	 	 	 	 	 	 	 	 	 
113	64.116325	63.652004	 	 	 	 	 	 	 	 	 	 
114	64.11133	63.66645	 	 	 	 	 	 	 	 	 	 
115	64.10159	63.71878	 	 	 	 	 	 	 	 	 	 
116	64.0907	63.723515	 	 	 	 	 	 	 	 	 	 
117	64.098885	63.678997	 	 	 	 	 	 	 	 	 	 
118	64.08189	63.66613	 	 	 	 	 	 	 	 	 	 
119	64.0724	63.68215	 	 	 	 	 	 	 	 	 	 
120	64.075325	63.65548	 	 	 	 	 	 	 	 	 	 
121	64.06564	63.622906	 	 	 	 	 	 	 	 	 	 
122	64.04224	63.689735	 	 	 	 	 	 	 	 	 	 
123	64.03952	63.683697	 	 	 	 	 	 	 	 	 	 
124	64.062325	63.658337	 	 	 	 	 	 	 	 	 	 
125	64.07567	63.668793	 	 	 	 	 	 	 	 	 	 
126	64.09249	63.62283	 	 	 	 	 	 	 	 	 	 
127	64.082924	63.661514	 	 	 	 	 	 	 	 	 	 
128	64.07129	63.678852	 	 	 	 	 	 	 	 	 	 
129	64.06441	63.679962	 	 	 	 	 	 	 	 	 	 
130	64.071594	63.66711	 	 	 	 	 	 	 	 	 	 
131	64.085	63.633846	 	 	 	 	 	 	 	 	 	 
132	64.182076	63.36563	 	 	 	 	 	 	 	56.10119	86.42857	 
133	64.179504	63.368202	 	 	 	 	 	 	 	56.33908	86.32184	 
134	64.193436	63.327568	 	 	 	 	 	 	 	56.28313	86.64458	 
135	64.18771	63.334568	 	 	 	 	 	 	 	56.24138	87.16092	 
136	64.19071	63.325047	 	 	 	 	 	 	 	56.13743	87.36549	 
137	64.208115	63.32707	 	 	 	 	 	 	 	55.702312	87.37283	 
138	64.20498	63.33442	 	 	 	 	 	 	 	55.951427	87.39714	 
139	64.20508	63.3173	 	 	 	 	 	 	 	55.84104	87.8815	 
140	64.21953	63.298466	 	 	 	 	 	 	 	55.488167	87.97337	 
141	64.2254	63.300163	 	 	 	 	 	 	 	55.281067	87.40533	 
142	64.249626	63.27973	 	 	 	 	 	 	 	54.759495	87.639244	 
143	64.25082	63.287823	 	 	 	 	 	 	 	54.590908	87.94242	 
144	64.242134	63.29157	 	 	 	 	 	 	 	54.89506	87.97531	 
145	64.22532	63.316586	 	 	 	 	 	 	 	55.17284	87.92593	 
146	64.23112	63.296234	 	 	 	 	 	 	 	55.147434	88.128204	 
147	64.23918	63.28309	 	 	 	 	 	 	 	55.033333	88.37273	 
148	64.228065	63.29922	 	 	 	 	 	 	 	55.24074	88.04321	 
149	64.21175	63.294785	 	 	 	 	 	 	 	55.793415	87.98503	 
150	64.202866	63.309845	 	 	 	 	 	 	 	56.14706	87.86471	 
151	64.198425	63.3173	 	 	 	 	 	 	 	55.50641	87.98718	 
152	64.0911	63.630188	 	 	 	 	 	 	 	 	 	 
153	64.08967	63.66406	 	 	 	 	 	 	 	 	 	 
154	64.078896	63.648453	 	 	 	 	 	 	 	 	 	 
155	64.09549	63.633186	 	 	 	 	 	 	 	 	 	 
156	64.09374	63.667316	 	 	 	 	 	 	 	 	 	 
157	64.0945	63.689617	 	 	 	 	 	 	 	 	 	 
158	64.10818	63.63517	 	 	 	 	 	 	 	 	 	 
159	64.126785	63.609673	 	 	 	 	 	 	 	 	 	 
160	64.1215	63.63705	 	 	 	 	 	 	 	 	 	 
161	64.10611	63.632744	 	 	 	 	 	 	 	 	 	 
162	64.10706	63.61964	 	 	 	 	 	 	 	 	 	 
163	64.118866	63.633488	 	 	 	 	 	 	 	 	 	 
164	64.129906	63.61884	 	 	 	 	 	 	 	 	 	 
165	64.14111	63.63219	 	 	 	 	 	 	 	 	 	 
166	64.14037	63.605488	 	 	 	 	 	 	 	 	 	 
167	64.11762	63.62942	 	 	 	 	 	 	 	 	 	 
168	64.10328	63.668133	 	 	 	 	 	 	 	 	 	 
169	64.104904	63.664303	 	 	 	 	 	 	 	 	 	 
170	64.10344	63.674515	 	 	 	 	 	 	 	 	 	 
171	64.1012	63.68688	 	 	 	 	 	 	 	 	 	 
172	64.096405	63.694042	 	 	 	 	 	 	 	 	 	 
173	64.10464	63.683796	 	 	 	 	 	 	 	 	 	 
174	64.11028	63.693405	 	 	 	 	 	 	 	 	 	 
175	64.11545	63.701767	 	 	 	 	 	 	 	 	 	 
176	64.11138	63.72659	 	 	 	 	 	 	 	 	 	 
177	64.10864	63.711967	 	 	 	 	 	 	 	 	 	 
178	64.09124	63.724735	 	 	 	 	 	 	 	 	 	 
179	64.10721	63.699642	 	 	 	 	 	 	 	 	 	 
180	64.14147	63.659348	 	 	 	 	 	 	 	 	 	 
181	64.13593	63.674206	 	 	 	 	 	 	 	 	 	 
182	64.13422	63.650784	 	 	 	 	 	 	 	 	 	 
183	64.12944	63.640434	 	 	 	 	 	 	 	 	 	 
184	64.11775	63.63336	 	 	 	 	 	 	 	 	 	 
185	64.1344	63.649757	 	 	 	 	 	 	 	 	 	 
186	64.14891	63.647114	 	 	 	 	 	 	 	 	 	 
187	64.16631	63.604694	 	 	 	 	 	 	 	 	 	 
188	64.15572	63.621616	 	 	 	 	 	 	 	 	 	 
189	64.117905	63.645985	 	 	 	 	 	 	 	 	 	 
190	64.12459	63.63508	 	 	 	 	 	 	 	 	 	 
191	64.13145	63.63485	 	 	 	 	 	 	 	 	 	 
192	64.12497	63.66329	 	 	 	 	 	 	 	 	 	 
193	64.14966	63.621983	 	 	 	 	 	 	 	 	 	 
194	64.125206	63.648186	 	 	 	 	 	 	 	 	 	 
195	64.130875	63.62812	 	 	 	 	 	 	 	 	 	 
196	64.118164	63.653736	 	 	 	 	 	 	 	 	 	 
197	64.11619	63.669678	 	 	 	 	 	 	 	 	 	 
198	64.110725	63.667088	 	 	 	 	 	 	 	 	 	 
199	64.12019	63.639725	 	 	 	 	 	 	 	 	 	 
200	64.117294	63.631886	 	 	 	 	 	 	 	 	 	 
